sort_index,file_path,relative_file_path,path_base,title,document_date,effective_date,source_page_date,source_page_url,source_page_title,crawl_date,file_mtime,date_source,date_confidence,legal_sort_bucket,legal_sort_date,legal_sort_confidence,legal_sort_group,legal_sort_sequence,sort_policy_source,sort_policy_reason,relationship_hint,original_file_url,url_status,url_ok,url_source,notes
1709,ctsv/bai-viet/pdf/963_qd_dhcntt21_09_2023_scan-292de3fe.pdf,ctsv/bai-viet/pdf/963_qd_dhcntt21_09_2023_scan-292de3fe.pdf,manifest_dir,963_qd_dhcntt21_09_2023_scan-292de3fe.pdf,2023-09-21,2023-09-21,2023-09-21,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:35:01.729658,title,high,document_date,2023-09-21,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202310/963_qd_dhcntt21_09_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1710,ctsv/bai-viet/pdf/964_qd_dhcntt21_09_2023_scan-0df075ec.pdf,ctsv/bai-viet/pdf/964_qd_dhcntt21_09_2023_scan-0df075ec.pdf,manifest_dir,964_qd_dhcntt21_09_2023_scan-0df075ec.pdf,2023-09-21,2023-09-21,2023-09-21,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:35:05.767363,title,high,document_date,2023-09-21,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202310/964_qd_dhcntt21_09_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1711,ctsv/bai-viet/pdf/983_qd_dhcntt21_09_2023_scan-008ffb88.pdf,ctsv/bai-viet/pdf/983_qd_dhcntt21_09_2023_scan-008ffb88.pdf,manifest_dir,983_qd_dhcntt21_09_2023_scan-008ffb88.pdf,2023-09-21,2023-09-21,2023-09-21,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:35:23.012038,title,high,document_date,2023-09-21,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/202310/983_qd_dhcntt21_09_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1712,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/11-quyet-dinh-ve-viec-ban-hanh-quy-dinh-ve-viec-mo-nganh-dao-tao/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh.pdf,_stale_artifacts/20260709T054053Z/daa/quydinh_huongdan/qui-che-qui-dinh-qui-trinh/11-quyet-dinh-ve-viec-ban-hanh-quy-dinh-ve-viec-mo-nganh-dao-tao/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh.pdf,manifest_dir,1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh.pdf,2023-10-04,2023-10-04,2023-10-04,,[Skip to content](https://daa.uit.edu.vn/thongbao/11-quyet-dinh-ve-viec-ban-hanh-quy-dinh-ve-viec-mo-nganh-dao-tao#main),,2025-11-09T16:48:43.356189,title,high,document_date,2023-10-04,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh.pdf,unchecked,false,cached_exact_name,discovered_from_filesystem
1713,daa/gioithieu/nganh-dao-tao/pdf/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh-f6804f03.pdf,daa/gioithieu/nganh-dao-tao/pdf/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh-f6804f03.pdf,manifest_dir,1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh-f6804f03.pdf,2023-10-04,2023-10-04,2023-10-04,,[Skip to content](https://daa.uit.edu.vn/thongbao/11-quyet-dinh-ve-viec-ban-hanh-quy-dinh-ve-viec-mo-nganh-dao-tao#main),2026-07-09,2026-07-09T12:01:06.365919,title,high,document_date,2023-10-04,high,,,derived,,base_or_unknown,https://daa.uit.edu.vn/sites/daa/files/202310/1021-qd-dhcntt4-10-2023_quyet_dinh_mo_nganh.pdf,unchecked,false,metadata_file_path,from_metadata
1714,ctsv/bai-viet/pdf/30_kh_dhcntt_17_10_2023_scan-5674c698.pdf,ctsv/bai-viet/pdf/30_kh_dhcntt_17_10_2023_scan-5674c698.pdf,manifest_dir,30_kh_dhcntt_17_10_2023_scan-5674c698.pdf,2023-10-17,2023-10-17,2023-10-17,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T10:35:23.804564,title,high,document_date,2023-10-17,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202310/30_kh_dhcntt_17_10_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1715,ctsv/bai-viet/pdf/1093_qd_dhcntt24_10_2023_scan-3ea3de9d.pdf,ctsv/bai-viet/pdf/1093_qd_dhcntt24_10_2023_scan-3ea3de9d.pdf,manifest_dir,1093_qd_dhcntt24_10_2023_scan-3ea3de9d.pdf,2023-10-24,2023-10-24,2023-10-23,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/quyet-dinh-so-10932023-trao-hoc-bong-tiep-suc-cho-sinh-vien-khoa-2023-do-ngan-hang-vcb-chi#main),2026-07-09,2026-07-09T11:12:39.869167,title,high,document_date,2023-10-24,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202401/1093_qd_dhcntt24_10_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1716,ctsv/bai-viet/pdf/1095_qd_dhcntt24_10_2023_scan-dc31d1ec.pdf,ctsv/bai-viet/pdf/1095_qd_dhcntt24_10_2023_scan-dc31d1ec.pdf,manifest_dir,1095_qd_dhcntt24_10_2023_scan-dc31d1ec.pdf,2023-10-24,2023-10-24,2023-10-24,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:45.921055,title,high,document_date,2023-10-24,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202401/1095_qd_dhcntt24_10_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1717,ctsv/bai-viet/pdf/1102_qd_dhcntt25_10_2023_scan-1cc61db7.pdf,ctsv/bai-viet/pdf/1102_qd_dhcntt25_10_2023_scan-1cc61db7.pdf,manifest_dir,1102_qd_dhcntt25_10_2023_scan-1cc61db7.pdf,2023-10-25,2023-10-25,2023-10-25,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:12:51.018513,title,high,document_date,2023-10-25,high,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202401/1102_qd_dhcntt25_10_2023_scan.pdf,unchecked,false,metadata_file_path,from_metadata
1718,ctsv/bai-viet/pdf/tb_ho_tro_svkt-e4a940f6.pdf,ctsv/bai-viet/pdf/tb_ho_tro_svkt-e4a940f6.pdf,manifest_dir,tb_ho_tro_svkt-e4a940f6.pdf,,,2023-11-03,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk1-nam-hoc-2023-2024#main),2026-07-09,2026-07-09T11:52:30.558741,missing,low,source_page_date,2023-11-03,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202311/tb_ho_tro_svkt.pdf,unchecked,false,metadata_file_path,from_metadata
1719,ctsv/bai-viet/pdf/tb_mghp-2a6239d3.pdf,ctsv/bai-viet/pdf/tb_mghp-2a6239d3.pdf,manifest_dir,tb_mghp-2a6239d3.pdf,,,2023-11-03,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk1-nam-hoc-2023-2024#main),2026-07-09,2026-07-09T11:52:30.080741,missing,low,source_page_date,2023-11-03,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202311/tb_mghp.pdf,unchecked,false,metadata_file_path,from_metadata
1720,ctsv/bai-viet/pdf/tb_sv_dtts-ec13f73d.pdf,ctsv/bai-viet/pdf/tb_sv_dtts-ec13f73d.pdf,manifest_dir,tb_sv_dtts-ec13f73d.pdf,,,2023-11-03,,"<!DOCTYPE html><html lang=""en"" dir=""ltr"" class=""js""><!-- <![endif]-->",2026-07-09,2026-07-09T11:52:30.729151,missing,low,source_page_date,2023-11-03,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202311/tb_sv_dtts.pdf,unchecked,false,metadata_file_path,from_metadata
1721,ctsv/bai-viet/pdf/tb_tcxh-a081156c.pdf,ctsv/bai-viet/pdf/tb_tcxh-a081156c.pdf,manifest_dir,tb_tcxh-a081156c.pdf,,,2023-11-03,,[Skip to content](https://ctsv.uit.edu.vn/bai-viet/thong-bao-nop-ho-so-che-do-chinh-sach-hk1-nam-hoc-2023-2024#main),2026-07-09,2026-07-09T11:52:30.330870,missing,low,source_page_date,2023-11-03,medium,,,derived,,base_or_unknown,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202311/tb_tcxh.pdf,unchecked,false,metadata_file_path,from_metadata
